rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,1/3,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season
78,Domingos André Ribeiro Almeida,Portugal,FW,Valencia,La Liga,23,2000,18,965,2,1,3,2,0,0.6,0.6,24,50,0.19,0.09,25,15,47.4,1,12,6,5,0,0,0,0,0,0,0,0,315,399,78.9,1257,90.6,79.8,57.5,13,29,10,12,29,44.8,41.4,24,27,6,17,2,10,40.0,0.37,0.20,0.50,21.1,2.71,0.09,0,2023-2024
79,Miguel Almirón,Paraguay,FW,Newcastle Utd,Premier League,29,1994,33,1937,3,1,4,3,0,4.5,4.5,78,78,0.14,0.05,36,24,37.9,2,27,10,13,0,0,0,0,0,0,0,0,668,801,83.4,1846,90.1,83.2,55.3,24,38,21,25,52,44.2,42.3,78,43,22,27,3,41,29.3,0.56,0.07,0.25,46.2,2.41,0.19,0,2023-2024
80,Pontus Almqvist,Sweden,FW,Lecce,Serie A,24,1999,30,2107,2,1,3,2,0,2.3,2.3,72,32,0.09,0.04,45,29,45.1,2,19,14,10,0,0,0,0,0,0,0,0,351,478,73.4,1071,79.4,70.8,85.0,27,14,12,11,93,39.8,46.2,72,47,35,39,2,40,37.5,0.64,0.05,0.13,38.9,2.74,0.30,0,2023-2024
81,Marcos Alonso,Spain,DF,Barcelona,La Liga,32,1990,5,252,0,0,0,0,0,0.1,0.1,11,14,0.00,0.00,5,3,75.0,0,2,4,6,0,0,0,0,0,0,0,0,180,214,84.1,803,93.8,85.1,38.1,5,10,3,7,6,50.0,33.3,11,10,2,3,0,3,66.7,0.71,0.00,0.00,33.3,2.86,0.36,0,2023-2024
82,Adrià Altimira,Spain,DF,Villarreal,La Liga,22,2001,11,775,0,0,0,0,0,0.0,0.0,10,29,0.00,0.00,16,7,37.5,5,13,5,18,0,0,0,0,0,0,0,0,389,465,83.7,2133,86.5,88.1,73.8,2,25,5,38,16,68.8,25.0,10,6,0,5,0,1,0.0,0.00,0.00,0,22.2,0.70,0.12,0,2023-2024
83,Sergi Altimira,Spain,MF,Betis,La Liga,21,2001,14,568,1,0,1,1,0,0.2,0.2,10,31,0.16,0.00,15,8,47.8,1,11,9,10,0,0,0,0,0,0,0,0,289,320,90.3,1149,92.2,94.8,83.3,4,26,2,22,11,54.5,45.5,10,4,0,9,1,7,28.6,0.32,0.14,0.50,33.3,2.22,0.00,0,2023-2024
84,Edson Álvarez,Mexico,MF,West Ham,Premier League,25,1997,31,2377,1,1,2,1,0,1.3,1.3,20,91,0.04,0.04,80,39,47.0,20,39,42,81,0,0,0,0,0,0,0,0,1033,1207,85.6,5225,90.4,90.1,65.9,12,87,6,150,42,64.3,33.3,20,27,1,30,1,17,17.6,0.11,0.06,0.33,46.9,1.21,0.08,0,2023-2024
85,Gastón Álvarez,Uruguay,DF,Getafe,La Liga,23,2000,34,2537,2,0,2,2,0,0.7,0.7,11,63,0.07,0.00,68,37,64.9,11,29,35,80,0,0,0,0,0,0,0,0,754,1017,74.1,5016,87.3,81.3,43.7,8,64,5,125,21,42.9,52.4,11,12,0,10,2,14,21.4,0.11,0.14,0.67,63.0,0.78,0.04,0,2023-2024
86,Hugo Álvarez,Spain,MF,Celta Vigo,La Liga,20,2003,12,762,1,1,2,1,0,1.0,1.0,36,34,0.12,0.12,14,9,45.0,1,3,5,9,0,0,0,0,0,0,0,0,380,455,83.5,1437,91.6,87.3,29.6,19,19,15,16,29,55.2,37.9,36,15,16,13,1,12,33.3,0.47,0.08,0.25,45.5,3.66,0.24,0,2023-2024
87,Julián Álvarez,Argentina,MF,Manchester City,Premier League,23,2000,36,2647,11,8,19,9,2,13.0,11.5,64,103,0.37,0.27,24,13,25.0,0,30,2,14,1,0,0,0,0,0,0,0,1011,1258,80.4,2992,90.6,82.9,40.0,67,43,41,20,42,47.6,52.4,64,59,28,36,11,96,38.5,1.26,0.09,0.24,14.3,4.01,0.51,0,2023-2024
88,Yeray Álvarez,Spain,DF,Athletic Club,La Liga,28,1995,19,1152,0,0,0,0,0,0.3,0.3,13,55,0.00,0.00,18,9,63.2,5,3,11,34,1,0,0,0,0,0,0,0,572,710,80.6,4181,86.7,91.5,49.2,3,38,3,52,3,66.7,33.3,13,9,1,0,0,7,28.6,0.16,0.00,0.00,74.1,0.78,0.16,0,2023-2024
89,Skelly Alvero,France,MF,Lyon,Ligue 1,21,2002,8,426,1,0,1,1,0,0.4,0.4,3,27,0.21,0.00,8,7,22.2,1,4,2,5,0,0,0,0,0,0,0,0,159,193,82.4,738,87.4,80.0,75.0,1,17,3,8,7,57.1,28.6,3,4,0,7,1,9,33.3,0.63,0.11,0.33,56.3,2.54,0.00,0,2023-2024
90,Skelly Alvero,France,MF,Werder Bremen,Bundesliga,21,2002,6,123,1,0,1,1,0,0.3,0.3,1,9,0.73,0.00,6,4,100.0,1,2,1,1,0,0,0,0,0,0,0,0,59,76,77.6,274,68.6,92.6,88.9,1,3,1,4,2,100.0,0.0,1,3,0,1,1,5,60.0,2.20,0.20,0.33,85.7,2.90,0.00,0,2023-2024
91,Papa Amadou Diallo,Senegal,FW,Metz,Ligue 1,19,2004,16,889,2,1,3,2,0,2.6,2.6,25,30,0.20,0.10,18,8,33.3,1,10,11,16,0,0,0,0,0,0,0,0,167,257,65.0,899,71.1,65.3,50.0,12,17,6,18,43,37.2,58.1,25,18,5,9,2,13,38.5,0.51,0.15,0.40,45.5,2.02,0.10,0,2023-2024
92,Selim Amallah,Morocco,FW,Valencia,La Liga,26,1996,20,604,0,1,1,0,0,0.4,0.4,7,21,0.00,0.15,17,12,33.3,0,13,11,6,0,0,0,0,0,0,0,0,120,164,73.2,456,83.1,69.6,50.0,4,11,3,7,42,42.9,35.7,7,13,2,15,0,11,36.4,0.60,0.00,0.00,42.3,2.09,0.15,0,2023-2024
93,Amath,Senegal,FW,Mallorca,La Liga,27,1996,15,394,0,0,0,0,0,1.6,1.6,19,13,0.00,0.00,9,6,20.0,0,2,3,6,0,0,0,0,0,0,0,0,76,113,67.3,296,76.4,63.2,75.0,3,8,4,6,25,32.0,60.0,19,8,9,8,0,12,16.7,0.46,0.00,0.00,54.5,3.87,0.00,0,2023-2024
94,Lorenzo Amatucci,Italy,MF,Fiorentina,Serie A,19,2004,2,22,0,0,0,0,0,0.0,0.0,1,2,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,88.0,101,85.7,100.0,100.0,0,3,0,0,0,0,0,1,0,0,0,0,1,0.0,0.00,0.00,0,50.0,0.00,0.00,0,2023-2024
95,Jordan Amavi,France,DF,Brest,Ligue 1,29,1994,2,91,1,0,1,1,0,0.1,0.1,0,2,0.99,0.00,1,1,33.3,1,1,3,2,0,0,0,0,0,0,0,0,47,54,87.0,247,90.0,86.2,100.0,0,2,0,4,2,50.0,50.0,0,1,0,1,1,1,100.0,0.99,1.00,1.00,100.0,0.00,0.00,0,2023-2024
96,Zeki Amdouni,Switzerland,FW,Burnley,Premier League,22,2000,34,1953,5,1,6,4,1,5.8,5.0,63,49,0.23,0.05,27,18,28.0,10,13,9,10,0,0,0,0,0,0,0,0,396,500,79.2,1153,81.5,87.6,68.6,16,28,9,24,88,33.0,53.4,63,30,20,32,5,48,43.8,0.97,0.08,0.19,21.1,2.30,0.18,0,2023-2024
97,Kelvin Amian,France,DF,Nantes,Ligue 1,25,1998,12,798,0,1,1,0,0,0.1,0.1,12,28,0.00,0.11,16,7,73.3,0,6,7,28,0,0,0,0,0,0,0,0,268,350,76.6,1782,89.3,78.7,48.9,5,26,4,34,7,42.9,57.1,12,10,0,7,0,1,0.0,0.00,0.00,0,60.0,0.90,0.11,0,2023-2024
98,Bruno Amione,Argentina,DF,Hellas Verona,Serie A,21,2002,10,579,0,0,0,0,0,0.3,0.3,2,17,0.00,0.00,11,3,80.0,2,2,9,19,2,0,0,0,0,0,0,0,217,273,79.5,1390,83.8,86.4,45.5,1,11,0,22,2,50.0,50.0,2,3,0,1,0,5,60.0,0.47,0.00,0.00,65.5,0.47,0.00,0,2023-2024
99,Michael Amir Murillo,pa PAN,DF,Marseille,Ligue 1,27,1996,16,997,3,2,5,3,0,0.8,0.8,6,35,0.27,0.18,23,11,65.2,2,7,11,34,2,0,0,0,0,0,0,0,492,602,81.7,2497,85.6,82.8,64.8,7,26,8,44,19,63.2,36.8,6,11,3,8,3,6,66.7,0.36,0.50,0.75,57.7,1.35,0.27,0,2023-2024
100,Nadiem Amiri,Germany,MF,Mainz 05,Bundesliga,26,1996,15,1315,1,4,5,1,0,2.2,1.4,16,88,0.07,0.27,22,14,68.4,2,14,14,18,0,0,0,0,0,0,0,0,567,798,71.1,4288,84.9,77.9,46.8,52,70,17,29,55,45.5,43.6,16,25,5,19,1,35,22.9,0.55,0.03,0.13,66.7,6.23,0.75,0,2023-2024
101,Nadiem Amiri,Germany,MF,Leverkusen,Bundesliga,26,1996,8,86,0,0,0,0,0,0.1,0.1,5,6,0.00,0.00,4,2,0.0,0,0,0,1,0,0,0,0,0,0,0,0,92,100,92.0,238,97.2,89.5,100.0,1,8,2,2,6,16.7,66.7,5,4,1,0,0,3,66.7,2.09,0.00,0.00,0,1.02,0.00,0,2023-2024
103,Sofyan Amrabat,Morocco,MF,Manchester Utd,Premier League,26,1996,21,938,0,0,0,0,0,0.1,0.1,6,66,0.00,0.00,27,16,54.8,7,13,8,19,2,0,0,0,0,0,0,0,578,664,87.0,2747,89.1,89.2,83.6,6,62,6,48,10,60.0,20.0,6,8,0,11,0,3,0.0,0.00,0.00,0,45.5,1.82,0.10,0,2023-2024
104,Joachim Andersen,Denmark,DF,Crystal Palace,Premier League,27,1996,38,3415,2,3,5,2,0,1.7,1.7,21,147,0.05,0.08,56,35,74.4,18,15,41,207,1,0,0,0,0,0,0,0,1731,2209,78.4,14700,87.3,91.3,51.4,20,171,17,337,23,60.9,26.1,21,11,0,6,2,21,38.1,0.21,0.10,0.25,65.9,1.24,0.13,0,2023-2024
105,Elliot Anderson,England,MF,Newcastle Utd,Premier League,20,2002,21,1027,0,2,2,0,0,1.5,1.5,37,57,0.00,0.18,24,18,51.7,4,19,8,23,0,0,0,0,0,0,0,0,370,460,80.4,1322,88.0,83.1,29.6,15,36,12,23,43,48.8,41.9,37,23,4,22,0,19,21.1,0.35,0.00,0.00,61.3,2.98,0.26,0,2023-2024
106,Felipe Anderson,Brazil,FW,Lazio,Serie A,30,1993,38,2770,5,6,11,5,0,4.4,4.4,108,126,0.16,0.19,78,45,37.8,3,42,27,23,0,0,0,0,0,0,0,0,1012,1336,75.7,3827,87.1,77.9,49.0,42,66,50,43,107,40.2,50.5,108,62,26,32,5,43,25.6,0.36,0.12,0.45,48.4,2.99,0.39,0,2023-2024
107,Benjamin André,France,MF,Lille,Ligue 1,32,1990,30,2570,4,0,4,4,0,2.6,2.6,19,180,0.14,0.00,89,49,53.1,5,29,35,60,0,0,0,0,0,0,0,0,1598,1919,83.3,7329,87.3,88.4,61.8,19,173,9,103,23,43.5,56.5,19,40,1,22,4,23,39.1,0.32,0.17,0.44,58.2,1.72,0.11,0,2023-2024
108,Komnen Andrić,Serbia,FW,Clermont Foot,Ligue 1,28,1995,7,169,0,0,0,0,0,0.1,0.1,0,5,0.00,0.00,2,1,0.0,0,2,0,1,0,0,0,0,0,0,0,0,45,59,76.3,72,78.8,83.3,50.0,4,4,1,2,5,40.0,60.0,0,4,1,6,0,2,0.0,0.00,0.00,0,20.0,3.20,0.00,0,2023-2024
109,Robert Andrich,Germany,MF,Leverkusen,Bundesliga,28,1994,28,1690,4,2,6,4,0,1.7,1.7,20,97,0.21,0.11,30,18,54.2,4,11,20,17,0,0,0,0,0,0,0,0,1346,1494,90.1,6451,94.9,89.9,70.5,22,117,19,53,12,58.3,33.3,20,34,1,7,4,23,39.1,0.48,0.17,0.44,47.6,2.88,0.32,0,2023-2024
110,Miguel Ángel Rubio,Spain,DF,Granada,La Liga,25,1998,19,1560,1,0,1,1,0,0.8,0.8,7,27,0.06,0.00,20,12,66.7,18,13,28,74,2,0,0,0,0,0,0,0,622,775,80.3,4316,87.8,88.1,48.3,2,24,3,128,7,71.4,14.3,7,5,0,2,1,9,22.2,0.12,0.11,0.50,65.9,0.35,0.06,0,2023-2024
111,Angeliño,Spain,DF,Roma,Serie A,26,1997,16,1141,0,1,1,0,0,0.2,0.2,12,40,0.00,0.08,21,11,57.9,5,6,12,37,1,0,0,0,0,0,0,0,546,715,76.4,3457,90.2,77.8,50.4,19,36,21,60,13,46.2,46.2,12,13,0,6,0,8,25.0,0.16,0.00,0.00,62.5,2.60,0.24,0,2023-2024
112,Ângelo,Brazil,FW,Strasbourg,Ligue 1,18,2004,21,1094,0,3,3,0,0,0.4,0.4,50,59,0.00,0.25,24,11,35.5,0,18,9,2,0,0,0,0,0,0,0,0,300,426,70.4,1875,77.2,75.4,44.9,26,32,25,7,56,53.6,41.1,50,47,6,24,0,9,44.4,0.33,0.00,0.00,22.2,4.45,0.49,0,2023-2024
113,Fabrizio Angileri,Argentina,DF,Getafe,La Liga,29,1994,11,164,0,0,0,0,0,0.0,0.0,2,7,0.00,0.00,1,1,33.3,0,0,4,8,0,0,0,0,0,0,0,0,68,103,66.0,377,78.9,69.4,44.4,4,4,4,7,4,50.0,25.0,2,2,0,0,0,0,0,0.00,0,0,54.5,4.91,0.00,0,2023-2024
114,Jaidon Anthony,England,FW,Bournemouth,Premier League,23,1999,3,152,0,0,0,0,0,0.1,0.1,2,8,0.00,0.00,3,1,14.3,0,3,1,3,0,0,0,0,0,0,0,0,30,45,66.7,139,85.0,71.4,16.7,0,3,1,2,6,33.3,50.0,2,2,0,2,0,2,50.0,0.59,0.00,0.00,25.0,1.78,0.00,0,2023-2024
115,Waldemar Anton,Germany,DF,Stuttgart,Bundesliga,27,1996,33,2886,0,3,3,0,0,1.7,1.7,38,172,0.00,0.09,39,25,54.8,20,13,40,150,1,0,0,0,0,0,0,0,2330,2624,88.8,15026,94.7,93.2,55.0,9,163,7,296,22,68.2,31.8,38,19,5,12,0,28,21.4,0.19,0.00,0.00,65.3,1.22,0.28,0,2023-2024
116,Michail Antonio,Jamaica,FW,West Ham,Premier League,33,1990,26,1695,6,2,8,6,0,5.8,5.8,48,22,0.32,0.11,15,8,27.3,3,13,4,4,0,0,0,0,0,0,0,0,180,308,58.4,626,72.1,53.3,50.0,8,13,7,7,62,46.8,41.9,48,17,19,39,6,30,46.7,0.74,0.20,0.43,38.4,1.75,0.27,0,2023-2024
117,Antony,Brazil,FW,Manchester Utd,Premier League,23,2000,29,1324,1,1,2,1,0,3.4,3.4,53,64,0.07,0.07,40,21,50.0,1,28,12,9,0,0,0,0,0,0,0,0,468,595,78.7,1608,84.8,85.0,53.3,22,26,29,17,71,36.6,46.5,53,37,23,19,1,43,34.9,1.02,0.02,0.07,8.7,3.74,0.20,0,2023-2024
118,Christopher Antwi-Adjei,Ghana,FW,Bochum,Bundesliga,29,1994,25,1216,2,2,4,2,0,2.2,2.2,50,28,0.15,0.15,21,12,54.5,2,11,2,11,1,0,0,0,0,0,0,0,274,454,60.4,1592,82.4,55.9,38.8,24,11,15,10,35,20.0,68.6,50,22,17,24,2,29,31.0,0.67,0.07,0.22,33.3,3.55,0.30,0,2023-2024
119,Houssem Aouar,Algeria,MF,Roma,Serie A,25,1998,16,756,4,0,4,4,0,2.3,2.3,17,26,0.48,0.00,16,11,25.0,0,5,4,2,1,0,0,0,0,0,0,0,300,359,83.6,818,91.7,85.0,66.7,10,25,3,3,21,52.4,33.3,17,15,7,15,4,12,58.3,0.83,0.33,0.57,47.6,2.50,0.00,0,2023-2024
120,Stredair Appuah,France,FW,Nantes,Ligue 1,19,2004,4,84,0,0,0,0,0,0.4,0.4,3,0,0.00,0.00,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,14,23,60.9,39,71.4,100.0,0.0,0,1,0,1,6,66.7,33.3,3,1,1,1,0,4,0.0,0.00,0.00,0,100.0,2.14,0.00,0,2023-2024
121,Mauro Arambarri,Uruguay,MF,Getafe,La Liga,27,1995,7,339,0,0,0,0,0,0.5,0.5,2,20,0.00,0.00,6,2,16.7,0,1,2,7,0,0,0,0,0,0,0,0,114,142,80.3,646,87.3,85.7,72.0,2,17,2,9,6,33.3,66.7,2,6,0,5,0,9,22.2,0.53,0.00,0.00,38.5,2.39,0.00,0,2023-2024
122,Jon Aramburu,Venezuela,DF,Real Sociedad,La Liga,21,2002,11,543,0,0,0,0,0,0.1,0.1,6,26,0.00,0.00,24,15,60.0,3,5,7,17,0,0,0,0,0,0,0,0,254,321,79.1,1243,89.4,83.2,40.7,0,25,2,22,7,28.6,57.1,6,10,0,6,0,4,0.0,0.00,0.00,0,50.0,0.66,0.00,0,2023-2024
124,Julian Araujo,Mexico,DF,Las Palmas,La Liga,21,2001,25,1462,1,0,1,1,0,0.7,0.7,23,74,0.06,0.00,41,22,69.7,16,7,10,52,1,0,0,0,0,0,0,0,680,831,81.8,3943,89.4,84.4,57.3,16,69,12,78,20,60.0,30.0,23,16,3,2,1,7,28.6,0.12,0.14,0.50,58.0,1.91,0.06,0,2023-2024
125,Ronald Araújo,Uruguay,DF,Barcelona,La Liga,24,1999,25,1997,1,2,3,1,0,2.1,2.1,24,101,0.05,0.09,27,22,70.6,11,9,12,66,2,0,0,0,0,0,0,0,1458,1641,88.8,10325,93.9,94.0,62.4,8,111,6,157,11,72.7,18.2,24,14,2,4,1,23,39.1,0.41,0.04,0.11,73.2,0.99,0.18,0,2023-2024
126,Oliver Arblaster,England,MF,Sheffield Utd,Premier League,19,2004,12,943,0,0,0,0,0,0.0,0.0,14,43,0.00,0.00,23,14,46.7,7,10,16,9,0,0,0,0,0,0,0,0,351,441,79.6,1788,86.6,88.0,52.0,11,37,6,31,26,65.4,23.1,14,12,3,8,0,1,100.0,0.10,0.00,0.00,37.5,2.20,0.19,0,2023-2024
127,Cameron Archer,England,FW,Sheffield Utd,Premier League,22,2001,29,1832,4,1,5,4,0,5.5,5.5,33,15,0.20,0.05,18,13,44.4,3,19,1,11,0,0,0,0,0,0,0,0,266,332,80.1,471,82.6,92.8,55.6,23,11,7,13,61,49.2,47.5,33,29,22,45,4,42,21.4,0.44,0.10,0.44,14.3,2.41,0.20,0,2023-2024
129,Alphonse Areola,France,GK,West Ham,Premier League,30,1993,31,2699,0,0,0,0,0,0.0,0.0,0,1,0.00,0.00,1,1,33.3,0,0,1,16,0,53,1.77,136,74.5,4,12.9,28.6,562,867,64.8,12917,97.4,99.6,44.8,0,8,0,835,1,100.0,0.0,0,1,0,0,0,0,0,0.00,0,0,90.9,0.07,0.00,5.8,2023-2024
130,Adu Ares,Spain,FW,Athletic Club,La Liga,21,2001,12,265,0,0,0,0,0,0.1,0.1,13,3,0.00,0.00,8,4,66.7,0,1,1,0,0,0,0,0,0,0,0,0,79,104,76.0,82,84.9,79.4,55.6,1,5,0,1,24,62.5,29.2,13,3,5,4,0,4,0.0,0.00,0.00,0,25.0,1.02,0.34,0,2023-2024
131,Jesús Areso,Spain,DF,Osasuna,La Liga,24,1999,37,2660,1,6,7,1,0,0.2,0.2,78,106,0.03,0.20,45,24,81.6,15,21,18,58,0,0,0,0,0,0,0,0,1021,1368,74.6,7275,87.8,76.1,49.4,36,77,40,85,82,53.7,41.5,78,60,8,25,1,9,22.2,0.07,0.11,0.50,57.1,2.37,0.41,0,2023-2024
133,Matias Arezo,Uruguay,FW,Granada,La Liga,20,2002,14,369,0,0,0,0,0,1.2,1.2,6,5,0.00,0.00,7,3,20.0,1,3,1,4,0,0,0,0,0,0,0,0,52,82,63.4,186,70.5,52.4,75.0,2,3,2,5,1,100.0,0.0,6,3,4,4,0,12,33.3,0.98,0.00,0.00,39.3,1.22,0.00,0,2023-2024
135,Yoël Armougom,France,DF,Clermont Foot,Ligue 1,25,1998,5,234,0,0,0,0,0,0.0,0.0,6,12,0.00,0.00,3,3,66.7,0,1,1,3,0,0,0,0,0,0,0,0,97,131,74.0,363,87.1,74.4,13.3,5,5,6,5,3,33.3,33.3,6,5,0,0,0,2,0.0,0.00,0.00,0,40.0,3.08,0.38,0,2023-2024
136,José Arnaiz,Spain,FW,Osasuna,La Liga,28,1995,26,929,2,1,3,2,0,1.7,1.7,23,11,0.19,0.10,14,8,28.6,2,9,3,2,0,0,0,0,0,0,0,0,233,318,73.3,615,86.6,76.5,48.8,14,6,5,3,29,37.9,51.7,23,20,7,24,2,29,31.0,0.87,0.07,0.22,44.0,3.88,0.48,0,2023-2024
137,Hákon Arnar Haraldsson,Iceland,FW,Lille,Ligue 1,20,2003,26,1284,2,0,2,2,0,0.8,0.8,25,48,0.14,0.00,12,8,23.8,2,5,3,5,0,0,0,0,0,0,0,0,451,549,82.1,1432,83.5,84.6,78.8,15,38,11,9,36,41.7,47.2,25,27,9,15,2,12,50.0,0.42,0.17,0.33,11.1,2.45,0.07,0,2023-2024
138,Marko Arnautović,Austria,FW,Inter,Serie A,34,1989,27,801,5,3,8,5,0,5.0,5.0,12,20,0.56,0.34,10,4,57.1,1,7,5,5,0,0,0,0,0,0,0,0,203,271,74.9,533,80.5,80.9,72.7,16,9,10,8,6,16.7,83.3,12,8,4,10,5,17,52.9,1.01,0.29,0.56,36.4,2.71,0.34,0,2023-2024
139,Maximilian Arnold,Germany,MF,Wolfsburg,Bundesliga,29,1994,30,2506,2,1,3,2,0,1.0,1.0,20,143,0.07,0.04,51,31,49.1,4,19,24,60,0,0,0,0,0,0,0,0,1285,1582,81.2,7547,90.5,88.9,55.4,48,151,28,91,11,63.6,27.3,20,15,1,17,2,32,37.5,0.43,0.06,0.17,31.8,2.94,0.11,0,2023-2024
141,Sergio Arribas,Spain,MF,Almería,La Liga,21,2001,34,2047,9,4,13,9,0,8.6,8.6,56,81,0.40,0.18,34,17,45.2,1,19,16,8,1,0,0,0,0,0,0,0,588,751,78.3,2305,86.2,85.7,41.6,42,51,26,13,49,32.7,63.3,56,39,12,16,9,60,36.7,0.97,0.15,0.41,44.2,4.04,0.40,0,2023-2024
142,Kepa Arrizabalaga,Spain,GK,Real Madrid,La Liga,28,1994,14,1198,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0.0,0,0,0,4,0,9,0.68,30,76.3,8,61.5,0,386,456,84.6,5956,98.9,99.6,51.8,0,2,0,412,0,0,0,0,0,0,0,0,0,0,0.00,0,0,100.0,0.00,0.00,3.8,2023-2024
143,Arthur,Brazil,DF,Leverkusen,Bundesliga,20,2003,4,184,0,2,2,0,0,0.1,0.1,8,7,0.00,0.98,4,3,100.0,1,0,0,7,0,0,0,0,0,0,0,0,88,109,80.7,367,91.4,71.8,75.0,5,2,6,7,5,40.0,60.0,8,6,2,3,0,2,50.0,0.49,0.00,0.00,40.0,3.41,0.97,0,2023-2024
144,Takuma Asano,Japan,FW,Bochum,Bundesliga,28,1994,29,1986,6,1,7,6,0,7.9,7.9,56,32,0.27,0.05,17,6,30.4,3,14,4,11,0,0,0,0,0,0,0,0,262,397,66.0,855,78.8,69.8,42.3,21,17,13,17,37,43.2,48.6,56,27,28,33,6,65,35.4,1.04,0.09,0.26,22.4,2.95,0.23,0,2023-2024
145,Marco Asensio,Spain,MF,Paris S-G,Ligue 1,27,1996,19,1113,4,5,9,4,0,3.2,3.2,36,71,0.32,0.40,12,10,30.8,0,7,5,2,0,0,0,0,0,0,0,0,545,656,83.1,2110,91.0,88.9,39.7,33,49,22,6,22,45.5,45.5,36,36,6,9,4,27,37.0,0.81,0.15,0.40,40.0,4.21,0.57,0,2023-2024
146,Kristjan Asllani,Albania,MF,Inter,Serie A,21,2002,23,787,1,2,3,1,0,0.6,0.6,5,32,0.11,0.23,7,2,18.2,3,6,11,8,0,0,0,0,0,0,0,0,662,744,89.0,3064,96.7,94.0,65.0,8,47,4,19,5,60.0,40.0,5,7,0,3,1,15,26.7,0.46,0.07,0.25,36.4,2.18,0.57,0,2023-2024
147,Joel Asoro,Sweden,FW,Metz,Ligue 1,24,1999,20,848,2,1,3,2,0,0.6,0.6,14,16,0.21,0.11,13,9,30.0,1,6,6,9,0,0,0,0,0,0,0,0,94,147,63.9,451,73.4,72.5,47.8,8,9,6,7,35,34.3,54.3,14,13,0,17,2,6,50.0,0.32,0.33,0.67,53.1,2.23,0.32,0,2023-2024
149,Iago Aspas,Spain,FW,Celta Vigo,La Liga,35,1987,35,2707,9,10,19,6,3,11.5,7.5,84,161,0.30,0.33,11,6,6.7,3,20,10,8,0,0,0,0,0,0,0,0,949,1305,72.7,4670,81.5,78.4,48.5,90,99,55,11,47,61.7,25.5,84,61,25,36,9,74,31.1,0.76,0.08,0.26,18.9,5.72,0.67,0,2023-2024
150,Lorenz Assignon,Togo,DF,Burnley,Premier League,23,2000,15,1234,1,2,3,1,0,0.4,0.4,38,34,0.07,0.15,35,17,51.9,7,15,19,43,1,0,0,0,0,0,0,0,352,485,72.6,1984,80.9,78.4,32.3,13,16,10,46,32,40.6,53.1,38,16,12,13,1,9,44.4,0.29,0.11,0.25,43.3,1.68,0.15,0,2023-2024
151,Lorenz Assignon,Togo,DF,Rennes,Ligue 1,23,2000,14,1011,1,1,2,1,0,0.4,0.4,28,51,0.09,0.09,24,12,37.5,4,5,9,27,1,0,0,0,0,0,0,0,516,600,86.0,2414,93.2,87.0,72.3,20,32,12,26,23,43.5,56.5,28,19,7,5,1,11,36.4,0.36,0.09,0.25,39.3,3.38,0.53,0,2023-2024
152,Youcef Atal,Algeria,DF,Nice,Ligue 1,27,1996,6,359,1,0,1,1,0,0.1,0.1,9,15,0.25,0.00,9,3,75.0,1,6,4,1,0,0,0,0,0,0,0,0,214,238,89.9,832,94.7,91.8,73.7,4,8,3,7,21,52.4,38.1,9,14,1,3,1,4,25.0,0.25,0.25,1.00,50.0,3.01,0.25,0,2023-2024
153,Valentin Atangana Edoa,France,MF,Reims,Ligue 1,17,2005,15,555,0,0,0,0,0,0.5,0.5,10,21,0.00,0.00,19,13,38.5,1,4,6,9,0,0,0,0,0,0,0,0,155,179,86.6,585,83.3,92.8,83.3,2,14,1,13,8,25.0,62.5,10,11,2,3,0,9,22.2,0.32,0.00,0.00,40.0,0.97,0.00,0,2023-2024
154,Arthur Atta,France,MF,Metz,Ligue 1,20,2003,21,924,1,2,3,1,0,0.6,0.6,16,48,0.10,0.19,18,14,42.1,3,10,10,23,0,0,0,0,0,0,0,0,301,401,75.1,1409,78.6,83.4,60.0,12,37,12,33,29,41.4,55.2,16,15,2,16,1,9,44.4,0.39,0.11,0.25,36.7,1.85,0.29,0,2023-2024
155,Noah Atubolu,Germany,GK,Freiburg,Bundesliga,21,2002,34,3060,0,0,0,0,0,0.0,0.0,0,1,0.00,0.00,0,0,0.0,0,0,0,8,1,58,1.71,99,65.2,10,29.4,40.0,982,1392,70.5,20599,98.8,98.7,46.3,0,33,2,1103,0,0,0,0,0,0,0,0,0,0,0.00,0,0,100.0,0.12,0.00,6.4,2023-2024
