Rk,player,Nation,Pos,Squad,league,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Rk_sht,Nation_sht,Pos_sht,Age_sht,Born_sht,90s_sht,Gls_sht,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_sht,PKatt_sht,Matches_sht
268,Andrea Belotti,it ITA,FW,Roma,it Serie A,29,1993,14,6,679,7.5,3,2,5,3,0,0,1,0,0.40,0.27,0.66,0.40,0.66,Matches,268,it ITA,FW,29,1993,7.5,3,15,8,53.3,1.99,1.06,0.20,0.38,0,0,Matches
269,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,24,1999,33,28,2428,27.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,269,es ESP,MF,24,1999,27.0,0,21,3,14.3,0.78,0.11,0.00,0.00,0,0,Matches
270,Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,it Serie A,22,2001,32,21,1692,18.8,6,2,8,5,1,1,6,0,0.32,0.11,0.43,0.27,0.37,Matches,270,ar ARG,"FW,MF",22,2001,18.8,6,32,9,28.1,1.70,0.48,0.19,0.67,1,1,Matches
273,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,32,1990,32,26,2316,25.7,16,2,18,15,1,1,2,0,0.62,0.08,0.70,0.58,0.66,Matches,273,fr FRA,FW,32,1990,25.7,16,64,31,48.4,2.49,1.20,0.25,0.52,1,1,Matches
274,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,25,1998,29,10,1136,12.6,3,1,4,3,0,0,5,0,0.24,0.08,0.32,0.24,0.32,Matches,274,uy URU,MF,25,1998,12.6,3,14,7,50.0,1.11,0.55,0.21,0.43,0,0,Matches
275,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,25,1997,20,13,1151,12.8,2,2,4,1,1,1,2,0,0.16,0.16,0.31,0.08,0.23,Matches,275,dz ALG,MF,25,1997,12.8,2,12,2,16.7,0.94,0.16,0.17,1.00,1,1,Matches
276,Saïd Benrahma,dz ALG,MF,West Ham,eng Premier League,27,1995,13,5,620,6.9,0,1,1,0,0,1,1,0,0.00,0.15,0.15,0.00,0.15,Matches,276,dz ALG,MF,27,1995,6.9,0,19,6,31.6,2.76,0.87,0.00,0.00,0,1,Matches
277,Saïd Benrahma,dz ALG,"FW,MF",Lyon,fr Ligue 1,27,1995,12,10,770,8.6,3,3,6,3,0,0,2,0,0.35,0.35,0.70,0.35,0.70,Matches,277,dz ALG,"FW,MF",27,1995,8.6,3,25,9,36.0,2.92,1.05,0.12,0.33,0,0,Matches
278,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,28,1995,17,11,1033,11.5,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,278,dz ALG,DF,28,1995,11.5,0,16,0,0.0,1.39,0.00,0.00,,0,0,Matches
279,Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,28,1994,26,23,1967,21.9,0,3,3,0,0,0,7,0,0.00,0.14,0.14,0.00,0.14,Matches,279,dz ALG,MF,28,1994,21.9,0,10,2,20.0,0.46,0.09,0.00,0.00,0,0,Matches
280,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,26,1997,23,13,1005,11.2,1,1,2,1,0,0,7,0,0.09,0.09,0.18,0.09,0.18,Matches,280,uy URU,MF,26,1997,11.2,1,18,5,27.8,1.61,0.45,0.06,0.20,0,0,Matches
282,Lucas Beraldo,br BRA,DF,PSG,fr Ligue 1,19,2003,13,12,1008,11.2,1,0,1,1,0,0,4,1,0.09,0.00,0.09,0.09,0.09,Matches,282,br BRA,DF,19,2003,11.2,1,5,2,40.0,0.45,0.18,0.20,0.50,0,0,Matches
283,Domenico Berardi,it ITA,"MF,FW",Sassuolo,it Serie A,28,1994,17,17,1431,15.9,9,3,12,4,5,5,6,0,0.57,0.19,0.75,0.25,0.44,Matches,283,it ITA,"MF,FW",28,1994,15.9,9,51,24,47.1,3.21,1.51,0.18,0.38,5,5,Matches
284,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,33,1990,27,22,1930,21.4,3,1,4,3,0,0,5,0,0.14,0.05,0.19,0.14,0.19,Matches,284,es ESP,DF,33,1990,21.4,3,18,6,33.3,0.84,0.28,0.17,0.50,0,0,Matches
285,Álex Berenguer,es ESP,MF,Athletic Club,es La Liga,28,1995,35,15,1592,17.7,7,3,10,6,1,1,4,0,0.40,0.17,0.57,0.34,0.51,Matches,285,es ESP,MF,28,1995,17.7,7,32,12,37.5,1.81,0.68,0.22,0.58,1,1,Matches
286,Bartosz Bereszyński,pl POL,DF,Empoli,it Serie A,31,1992,24,22,1762,19.6,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,286,pl POL,DF,31,1992,19.6,0,3,1,33.3,0.15,0.05,0.00,0.00,0,0,Matches
287,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,32,1990,26,12,1192,13.2,1,3,4,1,0,0,2,0,0.08,0.23,0.30,0.08,0.30,Matches,287,is ISL,MF,32,1990,13.2,1,15,6,40.0,1.13,0.45,0.07,0.17,0,0,Matches
288,Sander Berge,no NOR,MF,Burnley,eng Premier League,25,1998,37,34,3005,33.4,1,2,3,1,0,0,10,1,0.03,0.06,0.09,0.03,0.09,Matches,288,no NOR,MF,25,1998,33.4,1,25,3,12.0,0.75,0.09,0.04,0.33,0,0,Matches
289,Etrit Berisha,al ALB,GK,Empoli,it Serie A,34,1989,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,289,al ALB,GK,34,1989,14.0,0,0,0,,0.00,0.00,,,0,0,Matches
293,Bernardo,br BRA,DF,Bochum,de Bundesliga,28,1995,33,33,2924,32.5,1,0,1,1,0,0,9,0,0.03,0.00,0.03,0.03,0.03,Matches,293,br BRA,DF,28,1995,32.5,1,29,8,27.6,0.89,0.25,0.03,0.13,0,0,Matches
294,Victor Bernth Kristiansen,dk DEN,DF,Bologna,it Serie A,20,2002,32,26,2307,25.6,0,3,3,0,0,0,4,0,0.00,0.12,0.12,0.00,0.12,Matches,294,dk DEN,DF,20,2002,25.6,0,6,2,33.3,0.23,0.08,0.00,0.00,0,0,Matches
295,Matúš Bero,sk SVK,"MF,FW",Bochum,de Bundesliga,27,1995,24,20,1661,18.5,1,1,2,1,0,0,6,0,0.05,0.05,0.11,0.05,0.11,Matches,295,sk SVK,"MF,FW",27,1995,18.5,1,30,6,20.0,1.63,0.33,0.03,0.17,0,0,Matches
298,Jan-Niklas Beste,de GER,MF,Heidenheim,de Bundesliga,24,1999,31,31,2603,28.9,8,11,19,8,0,1,4,0,0.28,0.38,0.66,0.28,0.66,Matches,298,de GER,MF,24,1999,28.9,8,49,19,38.8,1.69,0.66,0.16,0.42,0,1,Matches
300,Beto,gw GNB,FW,Everton,eng Premier League,25,1998,30,9,951,10.6,3,0,3,3,0,1,2,0,0.28,0.00,0.28,0.28,0.28,Matches,300,gw GNB,FW,25,1998,10.6,3,43,13,30.2,4.07,1.23,0.07,0.23,0,1,Matches
302,Sam Beukema,nl NED,DF,Bologna,it Serie A,24,1998,30,29,2547,28.3,1,1,2,1,0,0,6,1,0.04,0.04,0.07,0.04,0.07,Matches,302,nl NED,DF,24,1998,28.3,1,12,4,33.3,0.42,0.14,0.08,0.25,0,0,Matches
303,Jordan Beyer,de GER,DF,Burnley,eng Premier League,23,2000,15,15,1234,13.7,0,1,1,0,0,0,6,0,0.00,0.07,0.07,0.00,0.07,Matches,303,de GER,DF,23,2000,13.7,0,5,0,0.0,0.36,0.00,0.00,,0,0,Matches
305,Jaka Bijol,si SVN,DF,Udinese,it Serie A,24,1999,24,23,2084,23.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,305,si SVN,DF,24,1999,23.2,0,15,2,13.3,0.65,0.09,0.00,0.00,0,0,Matches
307,Philip Billing,dk DEN,MF,Bournemouth,eng Premier League,27,1996,29,13,1398,15.5,2,2,4,2,0,0,3,1,0.13,0.13,0.26,0.13,0.26,Matches,307,dk DEN,MF,27,1996,15.5,2,30,8,26.7,1.93,0.52,0.07,0.25,0,0,Matches
308,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,30,1992,29,27,2356,26.2,2,5,7,2,0,1,8,0,0.08,0.19,0.27,0.08,0.27,Matches,308,it ITA,DF,30,1992,26.2,2,17,6,35.3,0.65,0.23,0.12,0.33,0,1,Matches
310,Samuele Birindelli,it ITA,"MF,DF",Monza,it Serie A,24,1999,35,22,2013,22.4,0,2,2,0,0,0,7,0,0.00,0.09,0.09,0.00,0.09,Matches,310,it ITA,"MF,DF",24,1999,22.4,0,25,9,36.0,1.12,0.40,0.00,0.00,0,0,Matches
312,Yves Bissouma,ml MLI,MF,Tottenham,eng Premier League,26,1996,28,26,2068,23.0,0,0,0,0,0,0,10,2,0.00,0.00,0.00,0.00,0.00,Matches,312,ml MLI,MF,26,1996,23.0,0,24,5,20.8,1.04,0.22,0.00,0.00,0,0,Matches
313,Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,29,1993,29,19,1578,17.5,1,2,3,1,0,0,9,0,0.06,0.11,0.17,0.06,0.17,Matches,313,de GER,MF,29,1993,17.5,1,31,5,16.1,1.77,0.29,0.03,0.20,0,0,Matches
314,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,32,1991,32,32,2876,32.0,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,314,nl NED,GK,32,1991,32.0,0,0,0,,0.00,0.00,,,0,0,Matches
315,Antonio Blanco,es ESP,MF,Alavés,es La Liga,23,2000,33,29,2426,27.0,0,1,1,0,0,0,5,1,0.00,0.04,0.04,0.00,0.04,Matches,315,es ESP,MF,23,2000,27.0,0,20,3,15.0,0.74,0.11,0.00,0.00,0,0,Matches
318,Ludovic Blas,fr FRA,"MF,FW",Rennes,fr Ligue 1,25,1997,29,18,1563,17.4,4,1,5,3,1,2,3,0,0.23,0.06,0.29,0.17,0.23,Matches,318,fr FRA,"MF,FW",25,1997,17.4,4,44,17,38.6,2.53,0.98,0.09,0.24,1,2,Matches
319,Janis Blaswich,de GER,GK,RB Leipzig,de Bundesliga,32,1991,21,21,1890,21.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,319,de GER,GK,32,1991,21.0,0,0,0,,0.00,0.00,,,0,0,Matches
320,Alexis Blin,fr FRA,MF,Lecce,it Serie A,26,1996,31,16,1642,18.2,0,2,2,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,Matches,320,fr FRA,MF,26,1996,18.2,0,13,2,15.4,0.71,0.11,0.00,0.00,0,0,Matches
321,Daley Blind,nl NED,DF,Girona,es La Liga,33,1990,34,33,2972,33.0,1,2,3,1,0,0,6,0,0.03,0.06,0.09,0.03,0.09,Matches,321,nl NED,DF,33,1990,33.0,1,17,6,35.3,0.51,0.18,0.06,0.17,0,0,Matches
327,Jeremie Boga,ci CIV,"FW,MF",Nice,fr Ligue 1,26,1997,28,24,1998,22.2,6,6,12,6,0,0,1,0,0.27,0.27,0.54,0.27,0.54,Matches,327,ci CIV,"FW,MF",26,1997,22.2,6,39,19,48.7,1.76,0.86,0.15,0.32,0,0,Matches
328,Jayden Bogle,eng ENG,"MF,DF",Sheffield United,eng Premier League,23,2000,34,32,2788,31.0,3,0,3,3,0,0,9,0,0.10,0.00,0.10,0.10,0.10,Matches,328,eng ENG,"MF,DF",23,2000,31.0,3,32,11,34.4,1.03,0.36,0.09,0.27,0,0,Matches
330,Emil Bohinen,no NOR,MF,Salernitana,it Serie A,24,1999,12,7,535,5.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,330,no NOR,MF,24,1999,5.9,0,4,0,0.0,0.67,0.00,0.00,,0,0,Matches
332,Daniel Boloca,ro ROU,MF,Sassuolo,it Serie A,24,1998,30,23,2022,22.5,1,0,1,1,0,0,6,1,0.04,0.00,0.04,0.04,0.04,Matches,332,ro ROU,MF,24,1998,22.5,1,13,4,30.8,0.58,0.18,0.08,0.25,0,0,Matches
333,Willy Boly,ci CIV,DF,Nottingham,eng Premier League,32,1991,20,18,1438,16.0,2,1,3,2,0,0,3,1,0.13,0.06,0.19,0.13,0.19,Matches,333,ci CIV,DF,32,1991,16.0,2,14,6,42.9,0.88,0.38,0.14,0.33,0,0,Matches
334,Giacomo Bonaventura,it ITA,MF,Fiorentina,it Serie A,33,1989,31,27,2277,25.3,8,3,11,8,0,1,6,0,0.32,0.12,0.43,0.32,0.43,Matches,334,it ITA,MF,33,1989,25.3,8,52,16,30.8,2.06,0.63,0.15,0.50,0,1,Matches
335,Federico Bonazzoli,it ITA,FW,Hellas Verona,it Serie A,26,1997,24,10,1016,11.3,3,1,4,3,0,0,2,0,0.27,0.09,0.35,0.27,0.35,Matches,335,it ITA,FW,26,1997,11.3,3,27,13,48.1,2.39,1.15,0.11,0.23,0,0,Matches
